region,point,lower,upper,mid_lower,mid_upper,central_lower,central_upper,metric,Expected change in daily cases
3533502,82,23,160,53,101,60,78,New confirmed cases by infection date,Increasing
2111300,81,48,126,65,89,73,81,New confirmed cases by infection date,Unsure
4309209,81,0,1032,0,81,0,19,New confirmed cases by infection date,Unsure
5003702,81,26,141,58,97,70,85,New confirmed cases by infection date,Likely increasing
4313508,80,11,167,40,92,56,75,New confirmed cases by infection date,Increasing
2304103,78,37,126,59,89,69,81,New confirmed cases by infection date,Increasing
4104808,78,44,126,58,87,65,75,New confirmed cases by infection date,Increasing
3516200,77,9,203,37,91,56,74,New confirmed cases by infection date,Unsure
3529401,77,28,132,57,92,64,77,New confirmed cases by infection date,Likely increasing
4216602,77,1,204,37,93,49,68,New confirmed cases by infection date,Unsure
2105302,76,10,309,33,88,49,66,New confirmed cases by infection date,Increasing
4313409,76,0,429,3,78,18,43,New confirmed cases by infection date,Unsure
2507507,74,35,121,56,85,66,77,New confirmed cases by infection date,Decreasing
4202404,74,0,196,23,92,42,68,New confirmed cases by infection date,Unsure
3503307,73,17,152,44,88,58,73,New confirmed cases by infection date,Likely increasing
4204608,73,21,135,44,84,61,76,New confirmed cases by infection date,Unsure
4304606,72,7,141,44,90,53,70,New confirmed cases by infection date,Likely decreasing
1721000,71,0,191,19,78,40,60,New confirmed cases by infection date,Likely decreasing
4127700,71,30,129,53,84,59,70,New confirmed cases by infection date,Increasing
3548708,69,32,118,47,77,61,72,New confirmed cases by infection date,Decreasing
4310009,68,2,156,32,84,38,57,New confirmed cases by infection date,Likely increasing
2304400,66,0,125,34,93,42,65,New confirmed cases by infection date,Decreasing
2107902,65,0,339,0,65,9,30,New confirmed cases by infection date,Likely increasing
2704302,65,21,110,48,75,55,65,New confirmed cases by infection date,Likely decreasing
3300456,64,0,840,0,64,0,12,New confirmed cases by infection date,Unsure
3305802,61,0,178,18,74,21,40,New confirmed cases by infection date,Unsure
5003207,61,11,114,38,73,56,68,New confirmed cases by infection date,Unsure
2106904,60,0,178,15,73,35,54,New confirmed cases by infection date,Increasing
3143302,60,12,118,34,72,45,59,New confirmed cases by infection date,Likely decreasing
3502101,60,0,358,8,63,14,32,New confirmed cases by infection date,Increasing
4300604,60,13,123,35,70,53,66,New confirmed cases by infection date,Likely increasing
4309308,60,2,145,24,68,41,56,New confirmed cases by infection date,Increasing
1200609,59,0,368,8,62,19,36,New confirmed cases by infection date,Increasing
3205200,59,0,136,23,75,41,60,New confirmed cases by infection date,Likely decreasing
3300407,59,0,278,9,63,26,44,New confirmed cases by infection date,Unsure
3548500,59,0,214,0,59,0,22,New confirmed cases by infection date,Unsure
4314100,58,16,106,36,67,46,58,New confirmed cases by infection date,Unsure
3302502,55,0,193,0,55,17,37,New confirmed cases by infection date,Likely increasing
5221858,55,30,80,44,61,50,56,New confirmed cases by infection date,Unsure
1506807,53,5,93,33,62,41,52,New confirmed cases by infection date,Likely decreasing
3136702,52,0,212,12,61,15,32,New confirmed cases by infection date,Unsure
2604106,50,9,98,32,59,46,55,New confirmed cases by infection date,Unsure
3205309,50,10,103,30,58,39,49,New confirmed cases by infection date,Likely decreasing
3552205,50,19,89,36,60,41,50,New confirmed cases by infection date,Likely decreasing
1301506,49,3,101,29,61,37,48,New confirmed cases by infection date,Increasing
2931350,49,2,133,25,59,30,42,New confirmed cases by infection date,Unsure
3301009,49,0,179,8,54,18,34,New confirmed cases by infection date,Unsure
4119905,49,12,93,34,59,40,49,New confirmed cases by infection date,Unsure
5008305,49,16,89,32,55,42,50,New confirmed cases by infection date,Likely increasing
2513901,48,11,138,25,55,29,40,New confirmed cases by infection date,Likely increasing
2500304,47,9,87,31,58,37,47,New confirmed cases by infection date,Increasing
3127107,47,3,122,18,54,28,40,New confirmed cases by infection date,Likely increasing
4319901,47,0,158,8,51,15,30,New confirmed cases by infection date,Unsure
5208004,47,0,117,20,57,30,43,New confirmed cases by infection date,Likely increasing
2305902,46,0,707,2,47,4,18,New confirmed cases by infection date,Increasing
3152501,46,0,443,0,46,0,13,New confirmed cases by infection date,Unsure
3506102,46,0,101,21,56,31,43,New confirmed cases by infection date,Likely increasing
3525904,46,11,96,26,58,32,42,New confirmed cases by infection date,Likely decreasing
4114609,46,0,378,3,47,3,17,New confirmed cases by infection date,Increasing
5219308,46,3,110,24,54,31,41,New confirmed cases by infection date,Unsure
1600600,45,0,137,8,49,30,44,New confirmed cases by infection date,Unsure
4125506,45,7,85,30,56,37,46,New confirmed cases by infection date,Unsure
3137502,44,8,93,21,49,33,43,New confirmed cases by infection date,Increasing
3510609,44,0,399,0,44,0,9,New confirmed cases by infection date,Unsure
3131307,43,12,91,25,49,30,39,New confirmed cases by infection date,Unsure
5220454,43,12,83,27,49,34,41,New confirmed cases by infection date,Likely increasing
1600303,42,5,79,23,52,29,40,New confirmed cases by infection date,Unsure
3167202,42,13,84,25,50,31,39,New confirmed cases by infection date,Unsure
3515707,42,18,70,30,48,30,37,New confirmed cases by infection date,Unsure
1302900,41,0,92,18,49,24,34,New confirmed cases by infection date,Increasing
2904605,41,16,69,30,48,37,43,New confirmed cases by infection date,Increasing
1100122,40,7,78,26,48,29,37,New confirmed cases by infection date,Unsure
1718204,40,0,184,9,44,17,28,New confirmed cases by infection date,Unsure
2903201,40,2,78,25,50,34,43,New confirmed cases by infection date,Likely decreasing
1705508,39,0,194,4,44,9,22,New confirmed cases by infection date,Unsure
2109502,39,0,116,12,48,16,28,New confirmed cases by infection date,Likely increasing
3303500,39,0,118,14,45,24,35,New confirmed cases by infection date,Unsure
3529005,39,15,74,26,44,32,39,New confirmed cases by infection date,Likely increasing
4101804,39,9,83,26,48,33,41,New confirmed cases by infection date,Unsure
5213756,39,7,93,16,43,27,37,New confirmed cases by infection date,Increasing
2613909,38,0,110,11,45,21,33,New confirmed cases by infection date,Unsure
3522604,38,0,86,15,44,20,30,New confirmed cases by infection date,Unsure
3541000,38,0,79,22,48,33,42,New confirmed cases by infection date,Unsure
4323002,38,4,79,20,47,25,34,New confirmed cases by infection date,Likely increasing
1303403,37,14,83,24,41,26,32,New confirmed cases by infection date,Likely increasing
2305506,37,2,106,18,43,19,28,New confirmed cases by infection date,Unsure
2401008,37,0,192,5,39,13,23,New confirmed cases by infection date,Likely increasing
2910750,37,0,106,14,45,20,30,New confirmed cases by infection date,Increasing
3118601,37,0,95,12,45,16,28,New confirmed cases by infection date,Likely decreasing
3302403,37,0,135,4,40,20,32,New confirmed cases by infection date,Unsure
3530607,37,19,63,27,42,34,40,New confirmed cases by infection date,Decreasing
4307906,37,6,85,17,42,25,34,New confirmed cases by infection date,Likely increasing
2507002,36,13,73,23,42,28,34,New confirmed cases by infection date,Increasing
2914604,36,0,104,17,41,24,32,New confirmed cases by infection date,Likely increasing
3507605,36,6,79,20,43,26,34,New confirmed cases by infection date,Unsure
4202909,36,8,67,24,44,30,37,New confirmed cases by infection date,Likely decreasing
4203006,36,0,113,9,41,17,28,New confirmed cases by infection date,Likely increasing
2800308,35,15,63,23,39,31,37,New confirmed cases by infection date,Decreasing
3147006,35,3,74,19,42,24,32,New confirmed cases by infection date,Likely increasing
3505500,35,13,59,26,41,29,34,New confirmed cases by infection date,Unsure
3103504,34,8,65,22,39,28,34,New confirmed cases by infection date,Unsure
3118007,34,18,52,27,39,28,32,New confirmed cases by infection date,Increasing
3503208,34,12,53,26,40,33,38,New confirmed cases by infection date,Likely decreasing
4204202,34,4,79,15,39,25,33,New confirmed cases by infection date,Unsure
4318705,34,9,77,18,40,23,31,New confirmed cases by infection date,Likely decreasing
3303401,33,0,94,9,38,14,24,New confirmed cases by infection date,Unsure
3501608,33,15,59,25,40,27,32,New confirmed cases by infection date,Likely decreasing
3541406,33,12,58,26,40,30,35,New confirmed cases by infection date,Likely decreasing
3549102,33,0,277,0,33,8,19,New confirmed cases by infection date,Likely increasing
4113205,33,0,233,8,39,11,21,New confirmed cases by infection date,Likely increasing
4118204,33,6,66,19,38,27,33,New confirmed cases by infection date,Unsure
5218003,33,0,325,0,33,0,6,New confirmed cases by infection date,Unsure
2924009,32,0,189,7,36,10,20,New confirmed cases by infection date,Likely increasing
2930709,32,0,836,0,32,0,6,New confirmed cases by infection date,Unsure
3104007,32,0,105,14,36,19,26,New confirmed cases by infection date,Likely increasing
3200607,32,0,86,17,37,22,30,New confirmed cases by infection date,Unsure
3201209,32,5,62,21,38,29,35,New confirmed cases by infection date,Unsure
3300100,32,0,134,7,37,15,26,New confirmed cases by infection date,Unsure
3525300,32,6,86,17,37,20,26,New confirmed cases by infection date,Unsure
3551702,32,14,55,25,39,27,32,New confirmed cases by infection date,Unsure
2100600,31,10,71,18,37,25,32,New confirmed cases by infection date,Increasing
2311702,31,0,127,0,31,0,12,New confirmed cases by infection date,Likely increasing
3306305,31,0,91,12,40,18,28,New confirmed cases by infection date,Unsure
3554003,31,7,54,20,36,26,32,New confirmed cases by infection date,Unsure
4303103,31,0,83,16,37,20,27,New confirmed cases by infection date,Unsure
5211909,31,0,66,16,38,26,34,New confirmed cases by infection date,Likely decreasing
2112209,30,0,64,16,40,26,35,New confirmed cases by infection date,Likely decreasing
3304904,30,0,77,12,38,15,24,New confirmed cases by infection date,Likely decreasing
3545803,30,16,51,22,34,25,30,New confirmed cases by infection date,Decreasing
4105805,30,6,55,20,35,25,30,New confirmed cases by infection date,Unsure
4211900,30,1,61,14,37,23,32,New confirmed cases by infection date,Likely decreasing
1100023,29,13,53,19,33,24,29,New confirmed cases by infection date,Likely decreasing
1709500,29,0,82,7,34,19,28,New confirmed cases by infection date,Unsure
2203909,29,0,59,18,37,19,26,New confirmed cases by infection date,Unsure
2305407,29,0,166,8,32,12,21,New confirmed cases by infection date,Likely increasing
3127701,29,11,54,19,34,24,29,New confirmed cases by infection date,Decreasing
3201308,29,4,57,19,37,22,28,New confirmed cases by infection date,Likely decreasing
3301900,29,0,94,10,36,14,23,New confirmed cases by infection date,Unsure
3505708,29,7,48,21,36,27,32,New confirmed cases by infection date,Likely decreasing
3511102,29,4,57,19,37,24,30,New confirmed cases by infection date,Likely decreasing
3524808,29,0,84,11,34,18,26,New confirmed cases by infection date,Unsure
3551009,29,3,54,19,36,25,31,New confirmed cases by infection date,Unsure
3552502,29,0,53,18,37,26,33,New confirmed cases by infection date,Unsure
4206207,29,0,86,7,34,10,20,New confirmed cases by infection date,Likely increasing
4218707,29,5,52,18,34,23,28,New confirmed cases by infection date,Likely decreasing
5204508,29,10,51,21,34,23,28,New confirmed cases by infection date,Likely increasing
5205109,29,4,69,15,34,20,26,New confirmed cases by infection date,Unsure
1200336,28,0,70,14,36,18,25,New confirmed cases by infection date,Likely increasing
1503606,28,0,143,3,31,9,19,New confirmed cases by infection date,Unsure
2612208,28,0,69,13,38,21,30,New confirmed cases by infection date,Unsure
3168705,28,8,64,16,33,19,25,New confirmed cases by infection date,Unsure
3524402,28,6,57,18,33,23,28,New confirmed cases by infection date,Unsure
3530300,28,10,67,18,32,21,26,New confirmed cases by infection date,Likely increasing
3539202,28,0,249,2,29,8,16,New confirmed cases by infection date,Likely increasing
4103701,28,3,70,15,32,22,28,New confirmed cases by infection date,Unsure
4302105,28,0,82,11,33,17,25,New confirmed cases by infection date,Unsure
4311403,28,2,62,16,33,18,24,New confirmed cases by infection date,Unsure
4321451,28,0,123,6,30,15,22,New confirmed cases by infection date,Likely increasing
1100049,27,1,72,13,33,14,22,New confirmed cases by infection date,Unsure
2308708,27,0,156,5,29,11,19,New confirmed cases by infection date,Likely increasing
2310902,27,1,55,15,33,20,26,New confirmed cases by infection date,Increasing
2504009,27,12,47,20,31,22,26,New confirmed cases by infection date,Likely decreasing
2607901,27,10,47,20,33,22,26,New confirmed cases by infection date,Unsure
3303906,27,0,135,0,27,10,20,New confirmed cases by infection date,Unsure
3552403,27,5,48,18,34,22,27,New confirmed cases by infection date,Likely decreasing
3557105,27,7,50,18,31,24,29,New confirmed cases by infection date,Likely decreasing
4126256,27,7,51,16,30,21,26,New confirmed cases by infection date,Likely increasing
4208906,27,0,63,13,33,19,26,New confirmed cases by infection date,Unsure
4306106,27,0,52,16,32,19,25,New confirmed cases by infection date,Likely increasing
2305803,26,0,60,14,32,17,24,New confirmed cases by infection date,Unsure
3524105,26,1,126,7,29,9,15,New confirmed cases by infection date,Increasing
1100304,25,0,54,12,32,19,27,New confirmed cases by infection date,Unsure
1200401,25,10,50,18,29,21,25,New confirmed cases by infection date,Unsure
1716109,25,0,71,10,30,12,19,New confirmed cases by infection date,Unsure
3148004,25,1,64,11,29,15,22,New confirmed cases by infection date,Unsure
3300209,25,0,81,10,30,13,20,New confirmed cases by infection date,Unsure
3519071,25,6,42,16,29,21,25,New confirmed cases by infection date,Likely decreasing
3534401,25,11,42,19,29,22,26,New confirmed cases by infection date,Decreasing
4209300,25,0,48,14,31,19,25,New confirmed cases by infection date,Unsure
5002902,25,10,46,18,30,20,25,New confirmed cases by infection date,Increasing
5211503,25,0,59,14,30,16,21,New confirmed cases by infection date,Unsure
5213103,25,0,78,0,25,2,12,New confirmed cases by infection date,Likely decreasing
5215231,25,4,64,13,28,16,21,New confirmed cases by infection date,Likely increasing
5221601,25,8,48,16,29,20,25,New confirmed cases by infection date,Increasing
1500800,24,2,53,12,28,18,24,New confirmed cases by infection date,Unsure
1505502,24,0,86,11,29,11,17,New confirmed cases by infection date,Likely increasing
1709302,24,0,381,0,24,5,10,New confirmed cases by infection date,Likely increasing
2101608,24,2,55,11,27,15,21,New confirmed cases by infection date,Unsure
2104057,24,0,198,0,24,0,5,New confirmed cases by infection date,Unsure
2307700,24,0,67,8,29,11,18,New confirmed cases by infection date,Likely increasing
2611101,24,0,54,9,30,16,23,New confirmed cases by infection date,Likely decreasing
2900702,24,0,46,14,30,15,21,New confirmed cases by infection date,Likely decreasing
2908408,24,0,59,15,31,17,22,New confirmed cases by infection date,Unsure
2913606,24,5,49,13,27,17,22,New confirmed cases by infection date,Likely decreasing
3101607,24,0,121,6,27,8,15,New confirmed cases by infection date,Likely increasing
3539301,24,0,99,8,28,11,17,New confirmed cases by infection date,Likely increasing
4307500,24,0,78,8,29,12,19,New confirmed cases by infection date,Likely increasing
5209101,24,0,50,14,30,16,22,New confirmed cases by infection date,Likely increasing
1505304,23,0,69,6,26,11,18,New confirmed cases by infection date,Unsure
2207702,23,8,45,15,26,20,23,New confirmed cases by infection date,Unsure
2306009,23,8,47,15,28,19,24,New confirmed cases by infection date,Increasing
2408003,23,0,86,0,23,0,8,New confirmed cases by infection date,Unsure
3147907,23,2,51,14,29,19,24,New confirmed cases by infection date,Likely increasing
3530508,23,3,53,13,30,14,21,New confirmed cases by infection date,Likely increasing
3553708,23,0,73,9,28,13,19,New confirmed cases by infection date,Likely increasing
4307708,23,0,49,13,28,17,22,New confirmed cases by infection date,Unsure
4320206,23,0,51,11,28,15,21,New confirmed cases by infection date,Increasing
5006002,23,0,206,0,23,0,7,New confirmed cases by infection date,Unsure
1506138,22,1,48,12,26,14,19,New confirmed cases by infection date,Unsure
2111805,22,0,108,0,22,6,13,New confirmed cases by infection date,Unsure
2208403,22,7,40,15,25,19,22,New confirmed cases by infection date,Unsure
2601201,22,0,76,0,22,0,8,New confirmed cases by infection date,Unsure
2925303,22,10,39,16,26,18,22,New confirmed cases by infection date,Unsure
3156908,22,4,47,11,25,15,20,New confirmed cases by infection date,Likely increasing
3169901,22,2,62,10,26,14,19,New confirmed cases by infection date,Unsure
3517406,22,6,44,14,24,16,20,New confirmed cases by infection date,Likely increasing
3549706,22,1,87,7,25,10,15,New confirmed cases by infection date,Increasing
4101408,22,4,47,12,25,16,21,New confirmed cases by infection date,Likely increasing
4208302,22,0,42,14,29,17,23,New confirmed cases by infection date,Unsure
4304630,22,4,50,13,26,19,23,New confirmed cases by infection date,Likely increasing
5005608,22,0,43,12,27,16,21,New confirmed cases by infection date,Unsure
5205497,22,0,74,8,28,14,21,New confirmed cases by infection date,Unsure
5218052,22,0,48,10,25,15,20,New confirmed cases by infection date,Increasing
1100130,21,0,55,9,24,12,17,New confirmed cases by infection date,Unsure
1600808,21,3,45,14,26,17,21,New confirmed cases by infection date,Unsure
2302404,21,0,131,1,23,4,11,New confirmed cases by infection date,Unsure
2606002,21,0,55,7,24,15,21,New confirmed cases by infection date,Unsure
2919553,21,3,37,13,25,16,21,New confirmed cases by infection date,Likely decreasing
3133808,21,0,119,3,22,8,14,New confirmed cases by infection date,Likely increasing
3504107,21,10,35,15,24,19,22,New confirmed cases by infection date,Unsure
3545209,21,1,45,12,27,18,23,New confirmed cases by infection date,Likely decreasing
3548906,21,3,51,8,24,15,20,New confirmed cases by infection date,Unsure
4101507,21,2,43,13,26,18,22,New confirmed cases by infection date,Unsure
4202008,21,5,41,13,25,14,18,New confirmed cases by infection date,Likely decreasing
4209409,21,0,142,0,21,0,7,New confirmed cases by infection date,Unsure
4317202,21,4,45,12,24,12,17,New confirmed cases by infection date,Unsure
5001003,21,0,52,9,28,15,21,New confirmed cases by infection date,Likely increasing
5213806,21,5,41,13,24,18,22,New confirmed cases by infection date,Unsure
1502152,20,3,42,10,23,12,16,New confirmed cases by infection date,Unsure
2114007,20,0,72,8,25,8,14,New confirmed cases by infection date,Unsure
2313302,20,3,69,10,23,11,16,New confirmed cases by infection date,Likely increasing
2923357,20,6,38,13,23,16,20,New confirmed cases by infection date,Increasing
3125101,20,0,92,2,22,7,14,New confirmed cases by infection date,Unsure
3513009,20,2,37,13,24,18,22,New confirmed cases by infection date,Likely decreasing
3513801,20,13,29,17,23,18,21,New confirmed cases by infection date,Decreasing
3528502,20,3,46,11,23,12,16,New confirmed cases by infection date,Likely increasing
3538006,20,5,37,14,24,18,22,New confirmed cases by infection date,Likely decreasing
4317509,20,0,209,7,22,12,16,New confirmed cases by infection date,Increasing
1200203,19,0,42,10,23,14,18,New confirmed cases by infection date,Likely increasing
1502707,19,0,60,8,22,13,18,New confirmed cases by infection date,Unsure
2101707,19,0,38,12,23,13,17,New confirmed cases by infection date,Likely increasing
2300309,19,0,38,10,22,14,18,New confirmed cases by infection date,Likely increasing
2510808,19,7,36,12,21,17,20,New confirmed cases by infection date,Likely decreasing
2516300,19,4,38,11,22,15,19,New confirmed cases by infection date,Increasing
2916401,19,5,38,11,22,14,18,New confirmed cases by infection date,Unsure
2919207,19,1,57,3,19,7,13,New confirmed cases by infection date,Unsure
3515509,19,2,37,11,23,15,19,New confirmed cases by infection date,Unsure
3523909,19,9,32,13,22,17,20,New confirmed cases by infection date,Unsure
3548807,19,9,32,14,22,16,19,New confirmed cases by infection date,Likely decreasing
4102406,19,1,67,8,22,12,17,New confirmed cases by infection date,Likely increasing
4122404,19,0,65,4,23,8,14,New confirmed cases by infection date,Unsure
4219309,19,0,42,9,23,13,18,New confirmed cases by infection date,Unsure
4307005,19,2,46,9,22,13,18,New confirmed cases by infection date,Unsure
5003306,19,0,52,7,23,9,15,New confirmed cases by infection date,Likely increasing
1100338,18,0,40,8,22,13,18,New confirmed cases by infection date,Likely increasing
1301407,18,1,44,8,21,13,18,New confirmed cases by infection date,Unsure
1506708,18,1,49,9,22,11,16,New confirmed cases by infection date,Unsure
1713304,18,0,76,6,20,9,13,New confirmed cases by infection date,Likely increasing
2918407,18,0,43,7,23,11,17,New confirmed cases by infection date,Likely decreasing
3131703,18,0,43,10,23,14,19,New confirmed cases by infection date,Unsure
3139409,18,4,40,12,23,12,16,New confirmed cases by infection date,Unsure
3505302,18,0,79,4,20,6,11,New confirmed cases by infection date,Likely increasing
3507506,18,7,32,12,20,14,17,New confirmed cases by infection date,Unsure
3514403,18,0,50,8,22,10,14,New confirmed cases by infection date,Unsure
4203907,18,0,47,7,22,10,16,New confirmed cases by infection date,Unsure
4303509,18,0,61,8,22,8,13,New confirmed cases by infection date,Unsure
1508407,17,0,71,2,19,7,13,New confirmed cases by infection date,Unsure
2104073,17,1,45,9,21,11,15,New confirmed cases by infection date,Unsure
2516201,17,0,40,8,20,14,18,New confirmed cases by infection date,Unsure
2601102,17,7,31,12,20,13,16,New confirmed cases by infection date,Unsure
2613503,17,5,32,11,20,15,18,New confirmed cases by infection date,Likely increasing
2908002,17,1,37,10,21,12,16,New confirmed cases by infection date,Likely increasing
3168606,17,0,36,9,21,15,19,New confirmed cases by infection date,Unsure
3202405,17,0,33,9,21,14,18,New confirmed cases by infection date,Likely decreasing
3305000,17,0,138,2,18,5,10,New confirmed cases by infection date,Likely increasing
3305109,17,0,48,6,21,9,14,New confirmed cases by infection date,Unsure
3510401,17,0,43,7,19,10,15,New confirmed cases by infection date,Unsure
3511003,17,2,36,10,20,12,16,New confirmed cases by infection date,Likely increasing
3526407,17,0,55,7,19,9,13,New confirmed cases by infection date,Likely increasing
3530706,17,8,33,12,19,15,17,New confirmed cases by infection date,Unsure
4117503,17,2,39,7,19,10,15,New confirmed cases by infection date,Likely increasing
4314050,17,0,46,6,20,11,15,New confirmed cases by infection date,Unsure
4320008,17,3,33,11,20,16,19,New confirmed cases by infection date,Unsure
5003801,17,0,42,3,19,11,17,New confirmed cases by infection date,Likely increasing
2103604,16,0,53,4,21,10,15,New confirmed cases by infection date,Unsure
2609600,16,1,49,7,20,11,15,New confirmed cases by infection date,Unsure
2917508,16,1,31,10,19,11,15,New confirmed cases by infection date,Likely increasing
3300704,16,0,57,4,19,8,13,New confirmed cases by infection date,Unsure
3502804,16,8,27,13,19,15,17,New confirmed cases by infection date,Decreasing
3523404,16,5,29,10,18,13,15,New confirmed cases by infection date,Unsure
3529302,16,7,28,12,19,14,17,New confirmed cases by infection date,Likely increasing
3531308,16,0,33,8,19,13,16,New confirmed cases by infection date,Unsure
3556404,16,0,64,5,18,7,11,New confirmed cases by infection date,Likely increasing
4107652,16,0,30,12,21,14,17,New confirmed cases by infection date,Unsure
4218004,16,0,36,9,20,12,16,New confirmed cases by infection date,Unsure
5002951,16,1,73,6,19,7,11,New confirmed cases by infection date,Likely increasing
5003488,16,0,96,1,17,2,7,New confirmed cases by infection date,Unsure
5007208,16,3,30,9,19,13,17,New confirmed cases by infection date,Likely increasing
5217609,16,3,36,10,19,12,15,New confirmed cases by infection date,Unsure
1200351,15,0,108,2,15,6,11,New confirmed cases by infection date,Increasing
1722107,15,0,129,2,17,4,8,New confirmed cases by infection date,Likely increasing
2101400,15,0,43,0,15,0,5,New confirmed cases by infection date,Decreasing
2105401,15,0,59,4,16,6,10,New confirmed cases by infection date,Increasing
2208007,15,3,29,10,19,12,16,New confirmed cases by infection date,Likely decreasing
2209104,15,0,48,5,17,8,13,New confirmed cases by infection date,Likely increasing
2304202,15,5,26,10,17,13,16,New confirmed cases by infection date,Decreasing
2307304,15,0,37,1,16,10,16,New confirmed cases by infection date,Decreasing
2506301,15,4,31,10,17,13,15,New confirmed cases by infection date,Unsure
2700300,15,4,37,8,17,11,13,New confirmed cases by infection date,Decreasing
2905701,15,2,29,8,19,12,16,New confirmed cases by infection date,Decreasing
2910727,15,2,28,9,18,13,16,New confirmed cases by infection date,Unsure
2918001,15,0,37,0,15,9,15,New confirmed cases by infection date,Decreasing
3132404,15,1,27,9,18,12,15,New confirmed cases by infection date,Unsure
3151800,15,3,34,8,17,11,14,New confirmed cases by infection date,Unsure
3162104,15,0,43,7,18,9,13,New confirmed cases by infection date,Unsure
3302700,15,0,47,0,15,6,11,New confirmed cases by infection date,Unsure
3510500,15,5,28,11,18,12,15,New confirmed cases by infection date,Likely decreasing
3527207,15,5,27,10,18,12,15,New confirmed cases by infection date,Unsure
3533908,15,9,23,13,18,14,15,New confirmed cases by infection date,Decreasing
4108403,15,5,30,10,17,11,13,New confirmed cases by infection date,Unsure
