Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
1100015,13 (7 -- 20),Increasing,1.05 (1.02 -- 1.07),0.01 (0 -- 0.02),56.6 (36.9 -- 193.7)
1100023,37 (15 -- 62),Unsure,1 (0.96 -- 1.02),0 (-0.01 -- 0.01),-639.7 (100 -- -64.5)
1100049,52 (1 -- 186),Likely increasing,1.07 (0.97 -- 1.16),0.02 (-0.02 -- 0.05),43.9 (13.5 -- -39.5)
1100056,8 (0 -- 17),Increasing,1.08 (1.01 -- 1.14),0.02 (0.01 -- 0.04),31.7 (18 -- 127)
1100080,8 (0 -- 60),Likely increasing,1.09 (0.97 -- 1.23),0.02 (-0.04 -- 0.12),29.6 (5.8 -- -18.9)
1100098,9 (0 -- 17),Likely increasing,1.03 (0.97 -- 1.08),0.01 (-0.01 -- 0.02),81.8 (33.2 -- -75.2)
1100106,7 (1 -- 13),Decreasing,0.94 (0.88 -- 0.98),-0.02 (-0.04 -- 0),-39.1 (361.9 -- -17.4)
1100114,10 (1 -- 19),Likely decreasing,0.97 (0.91 -- 1.03),-0.01 (-0.03 -- 0.01),-98.1 (84.3 -- -23.8)
1100122,23347 (0 -- 492111000),Unsure,1.14 (0.67 -- 1.61),0.04 (-0.19 -- 0.29),16.5 (2.4 -- -3.7)
1100130,25 (0 -- 202),Likely increasing,1.06 (0.98 -- 1.11),0.02 (-0.03 -- 0.12),38.2 (5.7 -- -24.8)
